title,published_at,channel_title,duration,view_count,like_count,comment_count,category
¡El Mayo Pidió Ser Encerrado con El Chapo como Única Condición para Entregarse! #noticias #narcos,2024-07-31 21:55:00+00:00,Los Patrones Del Mal ,PT43S,438483,8945,95,News & Politics
"Murder suspect accidentally let out of jail, turns himself in hours later",2024-07-19 16:00:36+00:00,WBRZ,PT1M,576564,19786,356,News & Politics
New Trump interview is a bloodbath..,2024-08-01 02:00:26+00:00,Asmongold TV  ,PT54M52S,1535710,51401,19349,News & Politics
FULL: Trump speech at Atlanta rally with JD Vance | FOX 5 News,2024-08-04 00:08:43+00:00,FOX 5 Atlanta,PT1H31M6S,371905,7348,4027,News & Politics
Female Reporter REALITY CHECKED On Equal Pay By Co-Worker,2024-08-03 00:55:51+00:00,Abundance Wisdom,PT29S,430041,16813,148,News & Politics
Bus driver saves child he saw running down the middle of the street,2024-07-25 19:30:00+00:00,Eyewitness News ABC7NY,PT57S,2291078,202163,3151,News & Politics
WATCH FULL EVENT: Trump speaks at National Association of Black Journalists conference in Chicago,2024-07-31 18:58:14+00:00,PBS NewsHour,PT1H48M36S,622146,6169,0,News & Politics
LIVE REPLAY: President Trump and JD Vance Hold a Rally in Atlanta - 8/3/24,2024-08-04 00:28:06+00:00,Right Side Broadcasting Network,PT9H50M50S,681675,22607,232,News & Politics
Former President Donald Trump agrees to debate with Vice President Kamala Harris,2024-08-03 14:13:13+00:00,KHOU 11,PT30S,551237,3967,8007,News & Politics
ABC Host BLOWS UP on Byron Donalds Take on Kamala,2024-08-04 20:07:49+00:00,DeVory Darkins,PT15M39S,826680,35153,8819,News & Politics
Fernando del Rincón le contesta a Jorge Rodríguez sobre video manipulado,2024-08-03 21:11:39+00:00,CNN en Español,PT9M30S,1339625,40555,3555,News & Politics
Un HOMBRE RESCATÓ a un PERRO de un INCENDIO,2024-07-24 18:08:43+00:00,C5N,PT59S,8477813,318235,5439,News & Politics
Pete Buttigieg HUMILIATES Trump Live on Fox... Host is STUNNED!,2024-07-28 14:40:01+00:00,Keith Edwards,PT10M45S,1411848,110200,8356,News & Politics
Agentes de la DEA sugirieron tener una vida de corrupción y les cayó la ley | Noticias EstrellaTV,2024-07-26 18:30:24+00:00,Noticias EstrellaTV,PT28S,1504726,29062,696,News & Politics
"NYPD takedown targets 'some of the worst' Bronx gangs, drill rappers | Exclusive video",2024-08-02 21:39:05+00:00,FOX 5 New York,PT5M13S,722359,9507,4586,News & Politics
'I was scared for my life': Woman who survived attack caught on video demands justice,2024-07-26 16:07:59+00:00,WBFF FOX45 Baltimore,PT1M,1358010,79293,6709,News & Politics
#evtv #EnVivo | #VENEZUELACOBRA | SÁBADO 3 de agosto 2024,2024-08-03 20:19:46+00:00,EVTV MIAMI,PT6H7M12S,2155915,27337,0,News & Politics
"URGENT!! Latest Trump News [5PM] 8/4/2024 | 🅼🆂🅽🅱️🅲 BREAKING NEWS Today August 4, 2024",2024-08-04 21:59:42+00:00,O dono da cozinha,PT43M3S,518602,7915,1734,News & Politics
BREAKING! Immigrants Bused to Kamala Harris's HOME!,2024-07-26 21:33:20+00:00,Asobs,PT26S,1039540,41989,5872,News & Politics
Crisis en Venezuela: jornada mundial de protestas contra el gobierno de Maduro,2024-08-03 21:39:08+00:00,LA NACION,PT1H13M26S,879968,10962,1428,News & Politics
"""Que muera el fascismo"": Así fue la salida del embajador de Venezuela del consulado en Chile",2024-07-30 02:27:43+00:00,T13,PT37S,2587952,50654,1323,News & Politics
"‘White women’ for Harris meeting raised millions, broke zoom",2024-07-27 04:05:39+00:00,NewsNation,PT57S,775485,27998,1824,News & Politics
Trump settles score on debating Kamala: She’s a ‘third-rate candidate’,2024-08-02 12:15:00+00:00,Fox Business,PT9M43S,356689,9552,4718,News & Politics
Pete Buttigieg Dismantles MAGA's Supporting the Working Class Claim,2024-07-31 01:00:32+00:00,NowThis Impact,PT49S,498496,30482,1512,News & Politics
CON EDMUNDO Y MARIA CORINA HASTA EL FINAL #noticias #noticiasdevenezuelahoy #venezuela #venezolanos,2024-08-02 18:00:06+00:00,NOTICIASMG,PT18S,1029388,44487,1722,News & Politics
LIVE! Trump VS Black Journalist. Who Won? | Candace Ep 37,2024-08-01 21:03:46+00:00,Candace Owens,PT56M23S,681046,40742,7213,News & Politics
"Life, Liberty & Levin 8/3/24 FULL HD | FOX BREAKING NEWS August 3, 2024",2024-08-04 00:49:58+00:00,  إلين أم سامي ,PT43M,307910,7906,1051,News & Politics
‘Never hit so hard’: Olympics gender debate reignites as boxer abandons fight after two punches,2024-08-01 23:01:57+00:00,FOX SPORTS AUSTRALIA,PT2M7S,962378,2411,3311,News & Politics
VP Selection Takes Dramatic Turn! A Heel Enters!,2024-08-04 19:01:48+00:00,The Young Turks,PT34M23S,321675,12597,3756,News & Politics
Elon Musk denies report that he would be donating $45 million a month to Trump campaign #shorts,2024-07-24 19:51:59+00:00,CBS News,PT18S,1702588,38760,2476,News & Politics
BREAKING: PANICKED Trump OFFICIALLY Pulls Out of Debate - Seeks Fox’s Help from Kamala!,2024-08-03 17:40:34+00:00,The Bulwark,PT6M17S,468844,23858,3692,News & Politics
Bukele DESTROZÓ a MADURO Tras FRAUDE EN LAS ELECCIONES EN VENEZUELA,2024-07-30 00:53:40+00:00,AlexDc 05 / Ciudades y Desarrollo,PT8M3S,3870315,89052,12767,News & Politics
Congress MP Shafi Parambil compares airfares of same flight on two different days...Watch!,2024-07-29 07:36:43+00:00,Mint,PT53S,6898647,193172,3576,News & Politics
MADURO NO SUPO QUÉ RESPONDER CUANDO LE PREGUNTARON POR EL FRAUDE Y QUEDÓ EN RIDÍCULO| BREAK POINT,2024-08-01 01:00:07+00:00,BREAK POINT,PT7M28S,3120209,41740,15866,News & Politics
Gran amenaza desde EEUU a Maduro! Latinoamérica lo abandonó! Comienza el golpe militar en Venezuela!,2024-08-03 18:03:35+00:00,Agenda Noticias,PT8M25S,2291096,46993,4389,News & Politics
"Trump Loudly BOOED OFF STAGE Seconds Ago: ""YOU SUCK DONALD""",2024-08-04 20:44:57+00:00,Anti-Republican Network,PT13M27S,298803,8153,1758,News & Politics
3 arrested for murder of Florida rapper Julio Foolio,2024-07-29 17:34:44+00:00,FOX 35 Orlando,PT13M47S,680355,9463,3540,News & Politics
Female Boxer IN TEARS After Forfeiting Olympic Match Due To Gender Dispute: Watch,2024-08-01 17:35:11+00:00,The Hill,PT10M45S,498098,2936,2840,News & Politics
Vehicle takes off during traffic stop in Kansas City Missouri,2024-07-30 04:12:11+00:00,PPV-TAHOE,PT51S,459921,11026,479,News & Politics
"Roland GOES OFF On NABJ Leaders For ALLOWING Trump 'Audio' Lie, LATE Live Fact-Check Battle Reveal",2024-08-04 01:14:57+00:00,Roland S. Martin,PT21M3S,187427,8377,2162,News & Politics
"I WENT TO A TRUMP RALLY, GOES HORRIBLY WRONG!",2024-08-04 23:00:20+00:00,Luke Beasley,PT10M27S,474523,17332,7099,News & Politics
Journalist tries to TRAP Tucker!,2024-07-27 12:12:39+00:00,RattlesnakeTV,PT1M,851178,63502,551,News & Politics
Don't Touch Public Servant 😆 #cops  #police #shorts,2024-07-28 15:00:41+00:00,TyrantClowns,PT45S,548553,23635,2487,News & Politics
Man ‘tricks’ self check-out machines into giving him cash,2024-08-01 03:28:43+00:00,FOX 29 Philadelphia,PT1M26S,922281,4698,2610,News & Politics
Donald Trump takes questions at NABJ conference | Full Conference,2024-07-31 19:16:35+00:00,CBS Chicago,PT36M50S,282121,3134,5990,News & Politics
Pierce Morgan: Kamala Wasn't “Border Czar”,2024-07-26 01:18:56+00:00,Thinking What,PT1M,858853,53224,2371,News & Politics
US and others urge citizens to leave Lebanon,2024-08-04 18:29:35+00:00,Voice of America,PT2M15S,124944,1439,685,News & Politics
"ID'ed as woman in passport, boxer Imane Khelif's Olympic win draws gender debate",2024-08-02 05:21:37+00:00,FOX 11 Los Angeles,PT2M39S,546131,1326,3342,News & Politics
Elon Notices Something About Kamala Speech That You Need To Hear,2024-08-02 20:00:09+00:00,Russell Brand,PT10M10S,777355,30877,3644,News & Politics
🚨MÁXIMA TENSIÓN EN VENEZUELA: PROTESTAS EN LA CALLE Y REPRESIÓN,2024-07-29 22:22:45+00:00,A24com,PT27M44S,2689427,31341,4720,News & Politics
"Michael Moore: ""I'm not afraid of Donald Trump"" | MSNBC with Ali Velshi, July 28, 2024",2024-08-01 18:41:39+00:00,Michael Moore,PT7M24S,536868,12618,2077,News & Politics
Scholar Who Predicted EVERY Election Since 1984 Drops BOMBSHELL,2024-08-04 03:12:39+00:00,Occupy Democrats,PT8M41S,451640,17942,2068,News & Politics
Biker resguarda a mujer que era perseguida en #NuevoLeón | #Shorts | DPC con Nacho Lozano,2024-07-24 19:09:26+00:00,Imagen Noticias,PT1M,1875137,77870,987,News & Politics
"A/C Tech Charges $1,700 To Repair Non-Existent Problem",2024-08-01 21:55:00+00:00,Inside Edition,PT3M58S,1246815,21439,6152,News & Politics
Tucker Carlson and Jack Posobiec React to the Trump Shooting and the Coup Against Biden,2024-07-22 22:18:53+00:00,Tucker Carlson,PT2H12M26S,2493255,101662,15435,News & Politics
#ElMundoAlDía 02/08/24 | EU asegura que el opositor Edmundo González ganó los comicios en Venezuela,2024-08-03 00:27:22+00:00,Azteca Noticias,PT29M59S,678714,4999,643,News & Politics
Elecciones en Venezuela 2024: Así fueron las históricas votaciones que paralizaron a Latinoamérica,2024-07-29 05:10:43+00:00,Meganoticias,PT11H54M57S,7549821,55627,315,News & Politics
Trump Slapped With SHOCKING Losses in Court,2024-07-29 17:04:02+00:00,Talking Feds with Harry Litman,PT14M2S,778624,46051,2488,News & Politics
"Spy couple's children didn't know they were Russian, Kremlin says | REUTERS",2024-08-02 19:15:49+00:00,Reuters,PT2M13S,382621,4085,0,News & Politics
"""Simply Lying"": Marc Lamont Hill Slams Trump NABJ Interview, Attacks on VP Harris's Racial Identity",2024-08-02 13:47:02+00:00,Democracy Now!,PT18M3S,180269,5081,2880,News & Politics
Elecciones presidenciales en Venezuela: cubrimiento especial,2024-07-29 05:57:30+00:00,Noticias Caracol,PT10H17M15S,5452897,37518,156,News & Politics
New Footage of Trump’s Shooter and Blackrock’s Jew CEO Goes Viral,2024-07-19 14:11:13+00:00,King Luxury,PT21M40S,5341798,100218,21721,News & Politics
"Elon Musk vs Nicolás Maduro, Trump At NABJ, Israel & Iran Tensions Escalate | PBD Podcast | Ep. 451",2024-08-01 15:19:17+00:00,PBD Podcast,PT1H49M8S,463925,15085,2333,News & Politics
Harriet Hageman's Most POWERFUL Moments,2024-07-26 23:18:02+00:00,Dave the Lawyer,PT1M,350040,28695,814,News & Politics
Paris Olympics 2024: Italian boxer abandons bout in 46 seconds against 'biological male' | WION,2024-08-01 16:39:40+00:00,WION,PT1M47S,998365,2838,2965,News & Politics
Algerian boxer Imane Khelif met with transphobic abuse after 46-second win at Paris Olympics,2024-08-02 15:14:38+00:00,The New Arab,PT1M33S,559834,1488,4133,News & Politics
"⚠️ Cómo fue la DETENCIÓN de ""EL MAYO"" Zambada 🇲🇽💀",2024-07-27 02:55:18+00:00,Armapedia,PT26M10S,3157393,59923,2427,News & Politics
"¿Quién tiene mejor seguridad, Maduro o Trump?",2024-07-17 20:23:27+00:00,Ecuador Al Dia 365,PT24S,5808247,65639,3798,News & Politics
Noah Lyles wins men's 100m final in photo finish,2024-08-04 20:17:38+00:00,Sky Sports News,PT3M6S,503228,2243,689,News & Politics
MSNBC Host Roasted Over Comment on Trump's Ear Bandage,2024-07-18 11:44:25+00:00,Red Shorts Politics,PT49S,3871122,245423,7826,News & Politics
Paris 2024 Olympics: Woke Opening Ceremony Sparks Global Controversy,2024-07-29 14:07:59+00:00,Briefly,PT3M39S,1417826,7778,8521,News & Politics
Israel Kills Hamas Leader Deep Inside Iran,2024-07-31 22:13:54+00:00,Task & Purpose,PT13M49S,1094074,36634,5048,News & Politics
"'El Mayo' Zambada no fue capturado, él se entregó, afirma Jesús Esquivel",2024-07-26 15:30:03+00:00,Aristegui Noticias,PT15M41S,2137271,27955,3034,News & Politics
Emotional Noah Lyles after winning gold in 100m: 'Hardest one out the way' | NBC4 Washington,2024-08-04 21:23:45+00:00,NBC4 Washington,PT1M10S,146889,2887,304,News & Politics
"Kamala surges, Trump at NABJ, recession fears, Middle East escalation, Ackman postpones IPO",2024-08-02 19:17:23+00:00,All-In Podcast,PT1H19M10S,329345,7651,2127,News & Politics
Donald Trump SLAMS journalist during HEATED Q&A at NABJ Convention (FULL VIDEO),2024-07-31 19:17:07+00:00,NBC Chicago,PT35M35S,238857,5106,5095,News & Politics
More than a dozen indicted in Bronx gang takedown,2024-08-03 00:16:21+00:00,PIX11 News,PT3M34S,174005,0,913,News & Politics
Trump PACKS Atlanta Arena!!  Black Citizens SHOW UP And  DEMOLISH Kamala!!,2024-08-04 03:20:24+00:00,Courageous Media,PT15M53S,892739,32491,4269,News & Politics
"Bill Analyzes VP Kamala Harris's Speech at Her Atlanta Campaign Event | NSN | July 31, 2024",2024-08-01 00:00:06+00:00,Bill O'Reilly,PT25M18S,402375,14591,2070,News & Politics
Trump invites auto worker on stage to address Michigan rally crowd LIVE,2024-07-20 23:28:28+00:00,WWMT-TV,PT56S,3037806,175105,3607,News & Politics
IHIP News: Trump's Racist Meltdown,2024-08-01 16:08:16+00:00,I've Had It,PT19M5S,373087,20383,3913,News & Politics
"Judge Chutkan Moves at Light Speed, Denies Trump's Motion To Dismiss DC Election Interference Case",2024-08-04 19:54:49+00:00,Glenn Kirschner,PT10M16S,134901,16240,1556,News & Politics
Brave Kamala RUNS AWAY,2024-08-02 17:11:41+00:00,Ben Shapiro,PT47M3S,291585,9438,1334,News & Politics
"Trump asked if protesters who burned American flags in D.C. ""are in jail like the Jan. 6 hostages?""",2024-07-27 01:24:13+00:00,The National Desk,PT50S,1351246,84554,3933,News & Politics
Hezbollah starts large-scale MISSILE STRIKE! Israel's Iron Dome makes history again! Iran Helpless!,2024-08-04 12:43:09+00:00,Bald Eagle Chronicles,PT29M55S,422003,7015,1122,News & Politics
🔴 DW Noticias del 3 de agosto: Jornada de manifestaciones en Venezuela [Noticiero completo],2024-08-03 23:15:00+00:00,DW Español,PT15M1S,820598,9963,980,News & Politics
Waltz to Cheatle: Address the Hoax Claims and Foreign Involvement Rumors,2024-07-23 14:45:47+00:00,The Highland Horn,PT57S,1466350,64256,2826,News & Politics
Bryan Norcross Analyzes Hurricane Probabilities For Debby Ahead Of Florida Landfall,2024-08-04 23:13:28+00:00,FOX Weather,PT17M57S,359487,2895,203,News & Politics
OEA no consigue mayoría para pedir transparentar elecciones #venezuela #nicolásmaduro #shorts,2024-08-01 14:51:56+00:00,NMás,PT1M,653398,15839,3332,News & Politics
Paris Olympics 2024: IOC responds after boxer Carini withdraws from Khelif fight | BBC News,2024-08-02 13:32:20+00:00,BBC News,PT3M51S,853781,3717,6756,News & Politics
Georgia leaders respond to Trump's Atlanta speech,2024-08-05 03:55:10+00:00,Atlanta News First ,PT2M24S,52290,1362,1040,News & Politics
"Steve Kerr on Tatum not playing: ""Felt like an idiot,"" KD-LeBron, Brock Purdy | FIRST THINGS FIRST",2024-07-29 21:28:12+00:00,First Things First,PT20M41S,504457,5631,1421,News & Politics
The Day Caitlin Clark Exposed USA Basketball,2024-07-31 23:26:07+00:00,Hoop Reports,PT13M48S,446377,5822,1493,News & Politics
Leaders condemn violence against utility workers,2024-07-16 02:42:38+00:00,ABC13 Houston,PT58S,3945679,154763,18167,News & Politics
Experts Say Latest Polls Prove Trump Is Toast,2024-08-03 13:00:05+00:00,Farron Balanced,PT4M25S,284004,17583,1636,News & Politics
🚨 VIVO - VENEZUELA | La oposición marcha contra Nicolás Maduro,2024-08-03 15:30:26+00:00,Canal 26,PT20M58S,802233,14435,2269,News & Politics
Man Shot in the Head Crawls 2 Miles for Help,2024-07-27 22:29:14+00:00,EWU Bodycam,PT23M5S,1155842,25550,2746,News & Politics
🔴BREAKING: Bongino EXPOSES hole in Trump Assassin Shooter Story!,2024-08-03 00:56:47+00:00,Stephen Gardner,PT53M25S,300585,24098,3146,News & Politics
Simone Biles & Suni Lee Were ‘Freaking Out’ During 2024 Olympics All-Around Final,2024-08-02 02:00:31+00:00,Access Hollywood,PT9M26S,338743,4606,464,News & Politics
"""Los militares pueden ENTREGAR a Nicolás Maduro"": habla Alexander Vega en SEMANA | Vicky en Semana",2024-08-01 17:47:48+00:00,RevistaSemana,PT43M11S,1273642,28456,4481,News & Politics
La oposición y el oficialismo muestran fuerzas en Venezuela | Noticias Telemundo,2024-08-04 06:13:02+00:00,Noticias Telemundo,PT2M28S,439805,4892,655,News & Politics
"Le depositaron 281 millones de dólares por error, y ha desaparecido las autoridades lo búscan",2024-07-26 19:09:35+00:00,Cubanos por el Mundo - Live,PT18S,206895,5469,315,News & Politics
Simone Biles Fires Back At Trump After Winning Gold,2024-08-02 21:00:01+00:00,Indisputable with Dr. Rashad Richey,PT5M41S,363510,11093,2694,News & Politics
Bodycam video shows lobster diver struck by boat propeller by boat in Florida Keys,2024-07-26 18:39:21+00:00,NBC 6 South Florida,PT59S,662324,20189,586,News & Politics
Trump On Kamala: 'SHE TURNED BLACK' After Indian,2024-08-01 16:30:07+00:00,Breaking Points,PT15M16S,208487,5405,4429,News & Politics
Killer Realizes Victim Solved Her Own Murder,2024-07-21 17:45:21+00:00,EWU Crime Storytime,PT46M19S,3187453,48018,6449,News & Politics
Gobierno de Maduro ordena detener a Machado y González: Costa Rica ofreció asilo a los opositores,2024-07-31 02:08:08+00:00,CHV Noticias,PT20M49S,1267121,13961,4625,News & Politics
Americans told to leave Lebanon immediately,2024-08-04 03:11:46+00:00,We Are Iowa Local 5 News,PT22S,365478,1504,935,News & Politics
ABC Host LOSES HIS MIND Over Republican REFUSING To Condemn Trump Questioning Kamala's Blackness!,2024-08-04 16:01:44+00:00,Black Conservative Perspective,PT23M56S,229883,18897,6317,News & Politics
What Happened When The USA Nuked Space (declassified),2024-07-28 19:00:06+00:00,The Space Race,PT17M,1198554,21948,2041,News & Politics
They accidentally proved him right 🤣,2024-08-01 03:19:46+00:00,Decoy Voice,PT8M54S,1313020,62840,9934,News & Politics
"Israel Daily News – War Day 303 | August 4, 2024",2024-08-04 17:00:07+00:00,ILTV Israel News,PT24M58S,213722,5323,1138,News & Politics
Trump self-immolates at NABJ: a supercut,2024-07-31 19:54:43+00:00,Aaron Rupar,PT11M13S,263433,4927,1284,News & Politics
"Tren de Aragua y del llano pusieron ultimátum a Maduro| ""Tiene 72 horas para abandonar el poder""",2024-07-30 05:45:00+00:00,elambito,PT3M17S,2135763,49239,6435,News & Politics
China fakes ping pong accusation,2024-08-03 23:15:00+00:00,China Insider with David Zhang,PT52S,292526,26967,686,News & Politics
Rioters attack hotel housing asylum seekers amid far-right violence,2024-08-04 16:50:28+00:00,Channel 4 News,PT13M39S,848465,8960,13186,News & Politics
Panel discusses Kamala Harris' week ahead and the new state of the 2024 presidential race,2024-08-04 18:59:28+00:00,Face the Nation,PT11M,120332,1278,389,News & Politics
LIVE: Israel is preparing for a major attack from Iran,2024-08-02 13:46:56+00:00,CBN News,PT24M39S,758195,12918,2766,News & Politics
Phones Exploding In Pockets? 😨,2024-08-02 14:30:30+00:00,Zack D. Films,PT37S,6237888,415318,4903,Science & Technology
How Apple subtly kills the resale market #carterpcs #tech #techtok #gaming #techfacts #apple,2024-07-30 20:03:27+00:00,CarterPCs,PT43S,2275076,202291,1464,Science & Technology
HAND CRANK Phone Charger?,2024-07-25 02:20:25+00:00,Nathan Espinoza,PT42S,11540041,588024,778,Science & Technology
"Homemade mobile phone cooling device, the phone does not get hot and can be used as a stand. I n",2024-07-26 04:54:59+00:00,Toy Kid,PT11S,31157211,197001,163,Science & Technology
Back-to-School Reset,2024-08-02 07:12:31+00:00,Gohar Khan,PT31S,1536972,106376,452,Science & Technology
The Ultimate Pool Cleaning Robot: Beatbot iSkim Ultra,2024-08-02 00:08:47+00:00,Kyle Krueger,PT55S,1953921,123601,698,Science & Technology
Motion Sickness Glasses | TS |,2024-07-29 14:00:05+00:00,MrVakel,PT14S,765556,7088,28,Science & Technology
$5 vs $50 Handheld Fan!,2024-07-31 14:46:46+00:00,Mrwhosetheboss,PT59S,2486476,230736,520,Science & Technology
DESCUBRI COMO TENER BATERIA INFINITA EN TU CELULAR?😱FUNCIONA,2024-07-29 01:22:52+00:00,Ricky Limon,PT58S,9556414,621480,7014,Science & Technology
What's going on with Windows Laptops?,2024-08-03 02:13:54+00:00,Marques Brownlee,PT10M30S,2363650,84261,3567,Science & Technology
"Scumbag Intel: Shady Practices, Terrible Responses, & Failure to Act",2024-08-03 04:02:13+00:00,Gamers Nexus,PT47M7S,799885,55052,8873,Science & Technology
Here’s How you FIX it if you FORGOT Your PASSCODE ✨ #shorts #apple #ipad,2024-07-25 13:10:22+00:00,MONEY TALKS WIRELESS,PT1M,3488930,122074,1869,Science & Technology
Who has the Worst Setup at Linus Tech Tips,2024-07-30 16:57:03+00:00,Linus Tech Tips,PT29M5S,1329440,47272,2642,Science & Technology
I Owe Samsung An Apology... #Shorts,2024-07-29 20:24:01+00:00,Phone Repair Guru,PT31S,2123442,172150,615,Science & Technology
I’m sorry! I thought it was pretty creative? How about another 10 PRINT loop on the apple IIe #80s,2024-07-13 16:55:45+00:00,Ashton’s Retro Computer Room,PT12S,5312957,329812,3019,Science & Technology
Dusty Dell Dimension 4600 Data Recovery (yikes) #tech #pc #technology #shorts,2024-08-04 20:36:27+00:00,Salem Techsperts,PT1M,209414,23770,293,Science & Technology
Como desbloquear un celular con huella con cinta,2024-07-24 03:35:00+00:00,Rastrear Numeros,PT38S,2456636,51172,694,Science & Technology
HOW ARE YOU STILL ALIVE,2024-07-25 13:47:00+00:00,JerryRigEverything,PT57S,2531672,152301,1277,Science & Technology
someone broke my laptop screen,2024-08-02 19:07:52+00:00,Desmond Dennis Stories,PT39S,311837,7987,45,Science & Technology
Why the Ryzen 4070 is the BEST,2024-08-01 18:28:45+00:00,Zach's Tech Turf,PT58S,587263,62612,1969,Science & Technology
Rate This Smartphone Cooler Set-up ⭐,2024-07-19 13:20:00+00:00,Shakeuptech,PT10S,6350589,167092,1913,Science & Technology
Nvidia Has A Very Unique Problem #funfact,2024-07-20 17:00:16+00:00,Doug Sharpe,PT1M,4184987,317076,2927,Science & Technology
Todos os modelos de smartphone,2024-07-12 10:00:34+00:00,Spider Slack,PT20S,64866877,1939434,5951,Science & Technology
Trippy 3D Printed Thing!,2024-07-31 15:00:12+00:00,3D Printrovert,PT15S,463870,22048,433,Science & Technology
How Well Do We Know Gaming Controllers?,2024-07-31 10:00:21+00:00,Good Mythical MORE,PT20M46S,156874,5593,385,Science & Technology
Fingerprint Sensor on TV Remote?,2024-08-02 02:15:02+00:00,Maker Y,PT52S,817545,42137,211,Science & Technology
Batteries vs Capacitors,2024-08-04 11:10:14+00:00,Chris Boden,PT49S,104912,10576,184,Science & Technology
Can you 3D print glass? #3dprinting #design #shorts,2024-07-27 12:45:04+00:00,Play Conveyor,PT33S,1115728,53500,404,Science & Technology
I switched back to AMD... and I have no regrets.,2024-08-03 22:41:35+00:00,JayzTwoCents,PT24M11S,387523,19365,3566,Science & Technology
Nintendo Switch On Smart Watch?,2024-07-27 19:00:09+00:00,EmSwizzle,PT31S,1013451,39310,141,Science & Technology
#Fixit #perfect תיקון אייפון 10,2024-07-21 21:01:46+00:00,Tamar DB (mt),PT1M1S,8372793,193354,1196,Science & Technology
The Pocket Sized Mini Nintendo Wii,2024-07-29 20:56:34+00:00,Aaronitmar,PT54S,465218,34771,395,Science & Technology
AI Will Change Warfare Forever,2024-07-29 17:00:41+00:00,Anti.Prophet,PT17S,294579,21413,693,Science & Technology
This Is The Worst Idea I've Seen This Year...,2024-08-01 23:57:44+00:00,SomeOrdinaryGamers,PT20M,426606,16964,2041,Science & Technology
COMPRANDO lo mismo que la persona de enfrente en APPLE,2024-07-25 12:00:05+00:00,Matthew Gonzalez En Español,PT51S,9553483,642125,491,Science & Technology
گوشی آیفون تو خیابون افتاده بود 😨 تعمیر و بازسازی آیفون 11pro,2024-07-23 11:00:08+00:00,MobileClinic,PT59S,1934456,58445,1327,Science & Technology
The New Siri is here! (Kinda),2024-08-02 14:01:03+00:00,WVFRM Podcast,PT1H34M32S,205928,5343,563,Science & Technology
I regret auctioning my laptop for charity - Framework Laptop 13 DIY Kit,2024-08-02 18:40:34+00:00,ShortCircuit,PT13M5S,420078,17582,1104,Science & Technology
Nokia Phone Is Bulletproof 😲#shorts,2024-08-01 16:00:17+00:00,The Outliners ,PT16S,1384350,19719,110,Science & Technology
#samsung #retrophone #nostalgia #x100,2024-07-18 20:27:50+00:00,mobijunk,PT14S,13497688,559211,6312,Science & Technology
Xbox Game Pass on Amazon Fire Stick? 🤨,2024-07-20 17:54:36+00:00,Garett,PT41S,1240734,0,2251,Science & Technology
The MOST Expensive Mystery Tech,2024-08-04 15:01:47+00:00,Austin Evans,PT17M15S,179098,7369,303,Science & Technology
Apple iPhone 16: BIG changes revealed!,2024-08-03 18:54:18+00:00,The Apple Circle,PT10M47S,94525,1961,210,Science & Technology
"Google smokes Olympic mathletes, while OpenAI tries to kill Google",2024-07-31 20:13:23+00:00,Fireship,PT8M20S,719060,34013,1156,Science & Technology
iPhone 16 MAJOR Leaks & Rumors! Good & Bad News,2024-08-01 00:02:19+00:00,AppleTrack,PT10M43S,239795,5319,598,Science & Technology
"This Ain't Good, Intel.",2024-08-03 03:44:19+00:00,TechLinked,PT9M12S,356111,17881,758,Science & Technology
HDMI Isn’t Safe,2024-07-31 15:01:02+00:00,UFD Tech,PT1M,462186,27673,909,Science & Technology
Olympic Edition Z Flip6,2024-07-27 02:41:19+00:00,Parker Burton,PT1M,2529659,197821,810,Science & Technology
This SNES Game is Worth Around $400 IF I Can Fix It!,2024-08-02 15:18:00+00:00,TronicsFix,PT20M18S,280739,11926,819,Science & Technology
I Made a CRT Game Boy,2024-08-02 22:30:04+00:00,James Channel,PT20M44S,167254,12790,1376,Science & Technology
Intel's CPU Crashes Explained,2024-08-02 20:17:01+00:00,Techquickie,PT8M10S,224350,11970,1776,Science & Technology
iOS 18.1 Beta 1 Released - What's New? (Apple Intelligence),2024-07-29 20:00:45+00:00,Brandon Butch,PT15M53S,323207,7866,1431,Science & Technology
How could we tell whether AI has become conscious?,2024-08-03 15:00:16+00:00,Sabine Hossenfelder,PT10M23S,156438,9612,3116,Science & Technology
Intel just might be F***ed,2024-08-04 07:02:50+00:00,Paul's Hardware,PT13M25S,156283,10550,1186,Science & Technology
I promise you can buy it.,2024-08-02 23:53:10+00:00,CalebCity,PT48S,129273,18140,366,Science & Technology
Hamster Touch ID on an iPhone #shorts,2024-07-27 12:24:50+00:00,Shai Russo,PT23S,388078,22485,160,Science & Technology
The Smartest Microwave Hack!,2024-07-26 03:30:06+00:00,Answered That For You,PT42S,380196,2018,108,Science & Technology
Microsoft Is KILLING Windows | ft. Steve @GamersNexus,2024-08-01 16:00:27+00:00,Level1Techs,PT19M19S,251676,17108,3768,Science & Technology
Inspecting from a keyboard,2024-07-28 14:11:10+00:00,CyFy,PT1M1S,118797,10529,276,Science & Technology
Passive infrared motion sensors: a two-bit camera powered by crystals,2024-07-25 16:44:01+00:00,Technology Connections,PT16M13S,614755,42086,1997,Science & Technology
Why The Windows Phone Failed,2024-08-02 23:37:08+00:00,Apple Explained,PT24M8S,185761,6430,1061,Science & Technology
#waterproofingtv #mirrortv #waterprooftv #smarthomes #sylvox #electronics #homeupgrades,2024-07-31 13:37:55+00:00,Agripina Shaftic,PT13S,676354,4996,50,Science & Technology
