title,published_at,channel_title,duration,view_count,like_count,comment_count,category,duration_seconds,duration_range,publish_hour,publish_day_of_week,publish_minute,publish_time
"Kamala surges, Trump at NABJ, recession fears, Middle East escalation, Ackman postpones IPO",2024-08-02 19:17:23+00:00,All-In Podcast,PT1H19M10S,329345,7651,2127,News & Politics,4750.0,60-120 min,19,Friday,17,19.283333333333335
iPad Pro Review - Apple M4 Silicon vs Triple-A Gaming - Faster Than iPhone 15 Pro... Much Faster,2024-08-02 19:18:18+00:00,Digital Foundry,PT15M59S,81854,3334,657,Science & Technology,959.0,10-20 min,19,Friday,18,19.3
Brian has been replaced by a new talking cat...🥺,2024-08-02 19:19:03+00:00,Family Home,PT59S,3075662,228185,240,Film & Animation,59.0,0-5 min,19,Friday,19,19.316666666666666
Phil teaches Bryson about bunker shots 👀 @HyFlyersGC,2024-08-02 19:23:53+00:00,Crushers GC,PT41S,376014,11704,58,Sports,41.0,0-5 min,19,Friday,23,19.383333333333333
I've NEVER seen an Xbox 360 like this... 💀,2024-08-02 19:30:02+00:00,Jacob R,PT25M17S,86321,3479,350,Science & Technology,1517.0,20-60 min,19,Friday,30,19.5
it was all over when he said alabama  #barelyadult #weddingseason #weddinginvitation #20something,2024-08-02 19:31:48+00:00,American High,PT1M1S,2506114,252178,698,Film & Animation,61.0,0-5 min,19,Friday,31,19.516666666666666
Team USA smashes WORLD RECORD by over a FULL SECOND in mixed 4x400 relay heat | Paris Olympics,2024-08-02 19:32:28+00:00,NBC Sports,PT6M40S,2247134,34881,2101,Sports,400.0,5-10 min,19,Friday,32,19.533333333333335
Shelly-Ann Fraser-Pryce & Sha'Carri Richardson THROW DOWN  In Women's 100 Meters || 2024 Olympics,2024-08-02 19:40:39+00:00,Total Running Productions,PT8M45S,1090026,6665,573,Sports,525.0,5-10 min,19,Friday,40,19.666666666666668
Ford Will Report Speeding To Police😨,2024-08-02 19:44:30+00:00,JD Astra Trades,PT26S,196636,5853,944,Autos & Vehicles,26.0,0-5 min,19,Friday,44,19.733333333333334
How Dangerous is a Boomerang?,2024-08-02 19:55:21+00:00,Mike Shake,PT13M10S,652382,31875,1575,Entertainment,790.0,10-20 min,19,Friday,55,19.916666666666668
Elon Notices Something About Kamala Speech That You Need To Hear,2024-08-02 20:00:09+00:00,Russell Brand,PT10M10S,777355,30877,3644,News & Politics,610.0,10-20 min,20,Friday,0,20.0
SMARTEST MLB Moments.. 🤯,2024-08-02 20:03:47+00:00,backwardks,PT40S,670478,19895,92,Sports,40.0,0-5 min,20,Friday,3,20.05
Intel's CPU Crashes Explained,2024-08-02 20:17:01+00:00,Techquickie,PT8M10S,224350,11970,1776,Science & Technology,490.0,5-10 min,20,Friday,17,20.283333333333335
a sub-5 mile is no problem but….,2024-08-02 20:58:33+00:00,Allie Ostrander,PT10S,260906,6277,57,Autos & Vehicles,10.0,0-5 min,20,Friday,58,20.966666666666665
Simone Biles Fires Back At Trump After Winning Gold,2024-08-02 21:00:01+00:00,Indisputable with Dr. Rashad Richey,PT5M41S,363510,11093,2694,News & Politics,341.0,5-10 min,21,Friday,0,21.0
Peter Loves Roadhouse (hilarious) #shorts #familyguy,2024-08-02 21:00:04+00:00,Galin Tsvetanov,PT52S,4282662,298357,316,Film & Animation,52.0,0-5 min,21,Friday,0,21.0
High School Sorting Hat,2024-08-02 21:00:32+00:00,The Land Of Boggs,PT20S,3437428,368907,2196,Film & Animation,20.0,0-5 min,21,Friday,0,21.0
CHAD DOREMAN ESCAPES DEATH PENALTY,2024-08-02 21:04:41+00:00,JD Delay,PT59S,334002,30398,1511,Sports,59.0,0-5 min,21,Friday,4,21.066666666666666
Trashed C5 Corvette Reborn With A 500 Horsepower Cheap LS1 Engine! -FIRST FIRE UP!,2024-08-02 21:15:11+00:00,Stay Tuned,PT50M26S,144426,9708,773,Autos & Vehicles,3026.0,20-60 min,21,Friday,15,21.25
Highlights & Goles: Argentina vs Francia 0-1 en Cuartos de Final | Juegos Olímpicos París 2024,2024-08-02 21:17:43+00:00,Telemundo Deportes,PT7M10S,176115,1260,1406,Sports,430.0,5-10 min,21,Friday,17,21.283333333333335
"NYPD takedown targets 'some of the worst' Bronx gangs, drill rappers | Exclusive video",2024-08-02 21:39:05+00:00,FOX 5 New York,PT5M13S,722359,9507,4586,News & Politics,313.0,5-10 min,21,Friday,39,21.65
Calling LeBron overrated is insane hahaha 💀 #shorts #basketball #nba #highlights #lebronjames #aau,2024-08-02 21:58:19+00:00,Overtime,PT20S,702192,25042,429,Sports,20.0,0-5 min,21,Friday,58,21.966666666666665
Archery player received applause despite only 1 point,2024-08-02 22:00:06+00:00,colorfulshorts,PT46S,2896091,157209,815,Sports,46.0,0-5 min,22,Friday,0,22.0
Olympic Gymnastic Uniforms Review #fashion #olympics #gymnastics,2024-08-02 22:05:03+00:00,HauteLeMode,PT57S,516404,41190,227,Sports,57.0,0-5 min,22,Friday,5,22.083333333333332
I reserved a Tesla Semi,2024-08-02 22:14:02+00:00,Edison Motors,PT59S,334858,27846,640,Autos & Vehicles,59.0,0-5 min,22,Friday,14,22.233333333333334
"Simone Biles strikes gold, again, in individual all-around",2024-08-02 22:22:43+00:00,NBC News,PT51S,369638,19460,111,Sports,51.0,0-5 min,22,Friday,22,22.366666666666667
I Made a CRT Game Boy,2024-08-02 22:30:04+00:00,James Channel,PT20M44S,167254,12790,1376,Science & Technology,1244.0,20-60 min,22,Friday,30,22.5
David Beckham Beach Kicks DEBUNK,2024-08-02 22:33:20+00:00,Captain Disillusion,PT17M20S,761521,95933,4855,Entertainment,1040.0,10-20 min,22,Friday,33,22.55
WhistlinDiesel Cybertruck Durability Test #1,2024-08-02 22:43:45+00:00,WhistlinDiesel,PT21M55S,9414776,469061,29025,Autos & Vehicles,1315.0,20-60 min,22,Friday,43,22.716666666666665
We Built a 1000HP Pro E36 in 1 Week! FIRST DRIVE,2024-08-02 22:45:21+00:00,Adam LZ,PT22M51S,290563,22067,743,Autos & Vehicles,1371.0,20-60 min,22,Friday,45,22.75
Abandoned Legendary MONSTER TRUCK! Will It RUN AND DRIVE Again After A Decade?,2024-08-02 23:01:34+00:00,Vice Grip Garage,PT1H22M9S,1112214,57605,3374,Autos & Vehicles,4929.0,60-120 min,23,Friday,1,23.016666666666666
Chevron Dumps California For THIS State,2024-08-02 23:20:51+00:00,Trish Regan,PT18S,419102,26038,1508,News & Politics,18.0,0-5 min,23,Friday,20,23.333333333333332
#subscribe @brandon_backup,2024-08-02 23:22:17+00:00,Brandon2reallll ,PT22S,402458,19071,104,Sports,22.0,0-5 min,23,Friday,22,23.366666666666667
Why The Windows Phone Failed,2024-08-02 23:37:08+00:00,Apple Explained,PT24M8S,185761,6430,1061,Science & Technology,1448.0,20-60 min,23,Friday,37,23.616666666666667
Quarterbacks Learn Their Madden 25 Ratings #nfl #football #madden25 #mahomes #stroud #skit #sports,2024-08-02 23:45:35+00:00,BenchwarmerBran,PT1M,621786,54569,1068,Sports,60.0,0-5 min,23,Friday,45,23.75
I promise you can buy it.,2024-08-02 23:53:10+00:00,CalebCity,PT48S,129273,18140,366,Science & Technology,48.0,0-5 min,23,Friday,53,23.883333333333333
How to Properly KICK your BALLS,2024-08-03 00:01:28+00:00,Chuchington,PT58S,2068444,127657,1125,Sports,58.0,0-5 min,0,Saturday,1,0.016666666666666666
Pottstown Scout Team Vs. Savannah Banana Trick Play CHALLENGE! #shorts,2024-08-03 00:08:33+00:00,CS99TV,PT28S,845631,33795,132,Sports,28.0,0-5 min,0,Saturday,8,0.13333333333333333
MY BRAND NEW WIDE BODY LAMBORGHINI URUS,2024-08-03 00:12:25+00:00,Duke Dennis,PT13M23S,1045957,89452,4749,Entertainment,803.0,10-20 min,0,Saturday,12,0.2
More than a dozen indicted in Bronx gang takedown,2024-08-03 00:16:21+00:00,PIX11 News,PT3M34S,174005,0,913,News & Politics,214.0,0-5 min,0,Saturday,16,0.26666666666666666
My Go-Kart Corvette FINALLY Gets a Body!,2024-08-03 00:18:23+00:00,Cleetus McFarland,PT31M44S,1145600,59718,6513,Autos & Vehicles,1904.0,20-60 min,0,Saturday,18,0.3
#ElMundoAlDía 02/08/24 | EU asegura que el opositor Edmundo González ganó los comicios en Venezuela,2024-08-03 00:27:22+00:00,Azteca Noticias,PT29M59S,678714,4999,643,News & Politics,1799.0,20-60 min,0,Saturday,27,0.45
Tesla Full Self-Driving is SCARY!!,2024-08-03 00:48:49+00:00,Kyle Krueger,PT1M,2323542,180142,682,Autos & Vehicles,60.0,0-5 min,0,Saturday,48,0.8
Female Reporter REALITY CHECKED On Equal Pay By Co-Worker,2024-08-03 00:55:51+00:00,Abundance Wisdom,PT29S,430041,16813,148,News & Politics,29.0,0-5 min,0,Saturday,55,0.9166666666666666
🔴BREAKING: Bongino EXPOSES hole in Trump Assassin Shooter Story!,2024-08-03 00:56:47+00:00,Stephen Gardner,PT53M25S,300585,24098,3146,News & Politics,3205.0,20-60 min,0,Saturday,56,0.9333333333333333
When you see that wanna be gangster 💀 @ReaperKeigh,2024-08-03 01:12:06+00:00,ibekeigh,PT10S,1412144,119119,2060,Entertainment,10.0,0-5 min,1,Saturday,12,1.2
Ray Teaches Fanum Taiwanese 😂,2024-08-03 01:15:40+00:00,Fanum Live,PT22S,1261925,90340,264,Entertainment,22.0,0-5 min,1,Saturday,15,1.25
DEALERSHIP SOLD THE CAR UNDER ME !! #carsaleshumor #yourautomobile #funny #dealership,2024-08-03 01:24:30+00:00,Javuan Banks,PT54S,176538,11911,97,Autos & Vehicles,54.0,0-5 min,1,Saturday,24,1.4
Olympic Athletes…,2024-08-03 01:27:03+00:00,Horchata Soto,PT32S,1092489,57032,153,Sports,32.0,0-5 min,1,Saturday,27,1.45
Most Savage Olympian 😳,2024-08-03 02:06:01+00:00,Danny Rayes,PT19S,843028,58305,434,Sports,19.0,0-5 min,2,Saturday,6,2.1
SML Movie: Jeffy Competes In The Olympics!,2024-08-03 02:10:52+00:00,SML,PT10M57S,2620608,78748,11549,Film & Animation,657.0,10-20 min,2,Saturday,10,2.1666666666666665
What's going on with Windows Laptops?,2024-08-03 02:13:54+00:00,Marques Brownlee,PT10M30S,2363650,84261,3567,Science & Technology,630.0,10-20 min,2,Saturday,13,2.216666666666667
Turning a Viewer’s Roots-Style Fan Concept into a Performance Beast! | Fan Showdown S6 REMIX,2024-08-03 02:44:52+00:00,Major Hardware,PT15M6S,87427,5286,458,Science & Technology,906.0,10-20 min,2,Saturday,44,2.7333333333333334
"This Ain't Good, Intel.",2024-08-03 03:44:19+00:00,TechLinked,PT9M12S,356111,17881,758,Science & Technology,552.0,5-10 min,3,Saturday,44,3.7333333333333334
"Scumbag Intel: Shady Practices, Terrible Responses, & Failure to Act",2024-08-03 04:02:13+00:00,Gamers Nexus,PT47M7S,799885,55052,8873,Science & Technology,2827.0,20-60 min,4,Saturday,2,4.033333333333333
"Honor 200 Pro 5g Mobile Specifications, Features and Price | Honor 200 Pro 5g Mobile Review",2024-08-03 04:31:45+00:00,Am Game Club,PT6M44S,41641,478,1,Science & Technology,404.0,5-10 min,4,Saturday,31,4.516666666666667
Which GTR will I choose??? 😈 #perfectloop #caredit #gtr #r34 #r35,2024-08-03 06:16:32+00:00,AidenManEdits,PT53S,400408,29490,1235,Autos & Vehicles,53.0,0-5 min,6,Saturday,16,6.266666666666667
FRIED,2024-08-03 07:22:09+00:00,¥$ - Topic,PT3M,421547,16355,0,Music,180.0,0-5 min,7,Saturday,22,7.366666666666666
FIELD TRIP,2024-08-03 07:22:09+00:00,¥$ - Topic,PT2M48S,538283,25052,0,Music,168.0,0-5 min,7,Saturday,22,7.366666666666666
Apple Intelligence Hands-On w/ iOS 18.1...Some Of It. What You Need To Know!,2024-08-03 07:35:15+00:00,Brian Tong,PT13M46S,35354,1440,95,Science & Technology,826.0,10-20 min,7,Saturday,35,7.583333333333333
I TESTED SCIENCE in LEGO,2024-08-03 09:45:01+00:00,Mr. Bricks,PT9M8S,335203,3618,176,People & Blogs,548.0,5-10 min,9,Saturday,45,9.75
BMW officially fell off.,2024-08-03 11:00:00+00:00,Vulk,PT14S,294987,16517,520,Autos & Vehicles,14.0,0-5 min,11,Saturday,0,11.0
"1 Week Fishing, Camping, & Hiking Adventure ( I Flew a Family of 10 to Alaska)",2024-08-03 11:00:08+00:00,Outdoor Boys,PT46M53S,1316432,54662,0,Entertainment,2813.0,20-60 min,11,Saturday,0,11.0
It's their time to shine,2024-08-03 11:35:43+00:00,Robin Lim,PT15S,2795405,185723,1242,Entertainment,15.0,0-5 min,11,Saturday,35,11.583333333333334
Windows 必装的五款神器！完全免费开源，切勿错过精品软件推荐！！ | 零度解说,2024-08-03 12:34:42+00:00,零度解说,PT12M52S,59506,1440,76,Science & Technology,772.0,10-20 min,12,Saturday,34,12.566666666666666
Experts Say Latest Polls Prove Trump Is Toast,2024-08-03 13:00:05+00:00,Farron Balanced,PT4M25S,284004,17583,1636,News & Politics,265.0,0-5 min,13,Saturday,0,13.0
The man exchanged a treasure worth 30 million dollars for only 2 million dollars.#drama #shorts,2024-08-03 13:00:11+00:00,panda movie,PT59S,2874217,145872,160,Film & Animation,59.0,0-5 min,13,Saturday,0,13.0
GIVING MY DAUGHTER 3 SUPERCARS TO CHOOSE FROM!,2024-08-03 13:00:45+00:00,DailyDrivenExotics,PT35M28S,431792,31892,3431,Autos & Vehicles,2128.0,20-60 min,13,Saturday,0,13.0
The internet isn't as fast as it used to be,2024-08-03 13:24:37+00:00,Atomic Frontier,PT12M46S,148695,11998,585,Science & Technology,766.0,10-20 min,13,Saturday,24,13.4
I Bought A Manual Camaro SS From Auction Listed With A Bad Engine & Transmission! They Got 1 Right!,2024-08-03 13:28:54+00:00,LegitStreetCars,PT44M3S,370498,24424,1410,Autos & Vehicles,2643.0,20-60 min,13,Saturday,28,13.466666666666667
Ronaldo At The End 🥺💗,2024-08-03 13:31:44+00:00,NPcomps,PT21S,843920,21505,135,Sports,21.0,0-5 min,13,Saturday,31,13.516666666666667
Rogan Furious: Guest Says Charger and Challenger Look Alike,2024-08-03 13:49:04+00:00,Rogan Recut,PT36S,178056,7401,136,Autos & Vehicles,36.0,0-5 min,13,Saturday,49,13.816666666666666
The Best Cars We've Ever Driven - Tuthill 911K vs Alfaholics GTA-R 290,2024-08-03 14:00:02+00:00,Throttle House,PT33M20S,363354,26510,1687,Autos & Vehicles,2000.0,20-60 min,14,Saturday,0,14.0
This is the BEST Food Truck in the World ❤️,2024-08-03 14:10:15+00:00,Brennan Rogers,PT32S,1181049,66527,726,Entertainment,32.0,0-5 min,14,Saturday,10,14.166666666666666
Former President Donald Trump agrees to debate with Vice President Kamala Harris,2024-08-03 14:13:13+00:00,KHOU 11,PT30S,551237,3967,8007,News & Politics,30.0,0-5 min,14,Saturday,13,14.216666666666667
RUBBER BAND MAGIC TRICK TUTORIAL 😱😳,2024-08-03 14:57:32+00:00,Milaad K,PT15S,10229176,394858,2367,Entertainment,15.0,0-5 min,14,Saturday,57,14.95
WHAT is Keychron Thinking!?,2024-08-03 15:00:07+00:00,Hipyo Tech,PT9M55S,104553,3322,333,Science & Technology,595.0,5-10 min,15,Saturday,0,15.0
What Its Like Being Tased #shorts,2024-08-03 15:00:11+00:00,Nikko Ortiz,PT10S,597201,44422,91,Film & Animation,10.0,0-5 min,15,Saturday,0,15.0
How could we tell whether AI has become conscious?,2024-08-03 15:00:16+00:00,Sabine Hossenfelder,PT10M23S,156438,9612,3116,Science & Technology,623.0,10-20 min,15,Saturday,0,15.0
There's No Such Thing As a Free Cruise,2024-08-03 15:30:00+00:00,Drew Talbert,PT1M,1283679,198128,2003,Film & Animation,60.0,0-5 min,15,Saturday,30,15.5
🚨 VIVO - VENEZUELA | La oposición marcha contra Nicolás Maduro,2024-08-03 15:30:26+00:00,Canal 26,PT20M58S,802233,14435,2269,News & Politics,1258.0,20-60 min,15,Saturday,30,15.5
Simone Biles DOES IT AGAIN with a spectacular Yurchenko double pike | Paris Olympics | NBC Sports,2024-08-03 15:35:55+00:00,NBC Sports,PT59S,1209537,20082,1556,Sports,59.0,0-5 min,15,Saturday,35,15.583333333333334
"Son, What's On Your Hard Drives?",2024-08-03 15:42:42+00:00,Bread Boys,PT4M23S,52663,5062,371,Science & Technology,263.0,0-5 min,15,Saturday,42,15.7
"Survive 100 Days In Nuclear Bunker, Win $500,000",2024-08-03 16:00:00+00:00,MrBeast,PT32M21S,64379758,3021243,88584,Entertainment,1941.0,20-60 min,16,Saturday,0,16.0
My Dog was a MENACE to Society,2024-08-03 16:00:07+00:00,Let Me Explain Studios,PT8M3S,515707,62074,4878,Film & Animation,483.0,5-10 min,16,Saturday,0,16.0
"What Parents Imagine Happens to a Bully When You Say ""Sticks and Stones""",2024-08-03 16:30:01+00:00,Make Some Noise,PT54S,653665,87399,413,Film & Animation,54.0,0-5 min,16,Saturday,30,16.5
The Smart Home Sensors I NEVER knew I needed!,2024-08-03 16:30:52+00:00,Smart Home Solver,PT11M47S,50558,2144,137,Science & Technology,707.0,10-20 min,16,Saturday,30,16.5
"'Revelatory bombshell': Secret probe of Trump, suspicious Egypt money shut down by Barr's DOJ: WaPo",2024-08-03 16:47:49+00:00,MSNBC,PT11M59S,1838524,39063,8206,News & Politics,719.0,10-20 min,16,Saturday,47,16.783333333333335
1st national baby race. Watch until the end the winner came out of nowhere #reaction #funny,2024-08-03 17:14:26+00:00,Xavier,PT59S,236695,5045,59,Sports,59.0,0-5 min,17,Saturday,14,17.233333333333334
Strangest Addictions People Have,2024-08-03 17:15:00+00:00,Sambucha,PT1M,2360585,176003,2909,Entertainment,60.0,0-5 min,17,Saturday,15,17.25
Teen's Heroic Intervention Brings Officer Back to Life,2024-08-03 17:31:18+00:00,True Crime US,PT35S,400736,27145,361,News & Politics,35.0,0-5 min,17,Saturday,31,17.516666666666666
BREAKING: PANICKED Trump OFFICIALLY Pulls Out of Debate - Seeks Fox’s Help from Kamala!,2024-08-03 17:40:34+00:00,The Bulwark,PT6M17S,468844,23858,3692,News & Politics,377.0,5-10 min,17,Saturday,40,17.666666666666668
The Unexcpected Cameos In Deadpool & Wolverine,2024-08-03 18:00:00+00:00,COCO ⚡️,PT47S,1357161,74854,225,Film & Animation,47.0,0-5 min,18,Saturday,0,18.0
Gran amenaza desde EEUU a Maduro! Latinoamérica lo abandonó! Comienza el golpe militar en Venezuela!,2024-08-03 18:03:35+00:00,Agenda Noticias,PT8M25S,2291096,46993,4389,News & Politics,505.0,5-10 min,18,Saturday,3,18.05
That one kid when he gets home 😂,2024-08-03 18:30:02+00:00,Onevilage,PT13S,1433915,123692,800,Entertainment,13.0,0-5 min,18,Saturday,30,18.5
Apple iPhone 16: BIG changes revealed!,2024-08-03 18:54:18+00:00,The Apple Circle,PT10M47S,94525,1961,210,Science & Technology,647.0,10-20 min,18,Saturday,54,18.9
IShowSpeed Should Be An Athlete 💀🤷‍♂️,2024-08-03 19:21:35+00:00,Mario Rios,PT30S,2395591,106689,805,Sports,30.0,0-5 min,19,Saturday,21,19.35
Taiwan incident in the Olympics,2024-08-03 19:23:58+00:00,China Insider with David Zhang,PT58S,1034721,63094,2751,Sports,58.0,0-5 min,19,Saturday,23,19.383333333333333
Matthias Steiner won gold at the 2008 Olympic Games few months after his wife died in a car accident,2024-08-03 19:49:09+00:00,Kagan Dunlap,PT1M1S,257579,0,698,Sports,61.0,0-5 min,19,Saturday,49,19.816666666666666
World's Most Impossible Trickshots,2024-08-03 19:55:25+00:00,Airrack,PT20M53S,519989,28979,1081,Entertainment,1253.0,20-60 min,19,Saturday,55,19.916666666666668
#evtv #EnVivo | #VENEZUELACOBRA | SÁBADO 3 de agosto 2024,2024-08-03 20:19:46+00:00,EVTV MIAMI,PT6H7M12S,2155915,27337,0,News & Politics,22032.0,> 120 min,20,Saturday,19,20.316666666666666
FEEDING STARVING INFLUENCERS FT. THE STURNIOLO TRIPLETS,2024-08-03 21:00:12+00:00,Quenlin Blackwell,PT53M,581948,68725,3421,Entertainment,3180.0,20-60 min,21,Saturday,0,21.0
Fernando del Rincón le contesta a Jorge Rodríguez sobre video manipulado,2024-08-03 21:11:39+00:00,CNN en Español,PT9M30S,1339625,40555,3555,News & Politics,570.0,5-10 min,21,Saturday,11,21.183333333333334
Our Wierdest Wiffle At-Bat Yet,2024-08-03 21:21:05+00:00,We Got Ice,PT33S,192406,9550,44,Sports,33.0,0-5 min,21,Saturday,21,21.35
gimme my money prank on gabby😭,2024-08-03 21:22:12+00:00,Gibson Ardoline,PT17S,1058743,82834,456,Entertainment,17.0,0-5 min,21,Saturday,22,21.366666666666667
Crisis en Venezuela: jornada mundial de protestas contra el gobierno de Maduro,2024-08-03 21:39:08+00:00,LA NACION,PT1H13M26S,879968,10962,1428,News & Politics,4406.0,60-120 min,21,Saturday,39,21.65
ON A KIDS SHOW LOL!?  #totallyspies #fyourpage #fyp #fyou #asheleyspam,2024-08-03 21:59:28+00:00,Asheley baca,PT17S,2397682,0,2193,Film & Animation,17.0,0-5 min,21,Saturday,59,21.983333333333334
Kyrie cooking team USA 🔥,2024-08-03 22:00:25+00:00,Jameson productions ™️,PT17S,197054,15677,131,Sports,17.0,0-5 min,22,Saturday,0,22.0
"Michaelah Montgomery Accuses Kamala Harris Of Harming Black Community, Defends Trump's NABJ Comments",2024-08-03 22:07:19+00:00,Forbes Breaking News,PT9M54S,937010,42879,11085,News & Politics,594.0,5-10 min,22,Saturday,7,22.116666666666667
"I'm sorry, little one😭😅 @samzreacts  ‎",2024-08-03 22:08:35+00:00,isaacsamz,PT13S,2036458,167961,3084,Entertainment,13.0,0-5 min,22,Saturday,8,22.133333333333333
POV: The MM2 kid gets robbed,2024-08-03 22:12:24+00:00,Willyandgaming,PT32S,890847,56590,707,Film & Animation,32.0,0-5 min,22,Saturday,12,22.2
JUMPED OVER 2 CARS….HISTORY!🏎️💨 #ishowspeed,2024-08-03 22:15:34+00:00,IShowSpeed,PT33S,3099601,228204,4395,Autos & Vehicles,33.0,0-5 min,22,Saturday,15,22.25
Will this BIG BLOCK Chrysler RUN & DRIVE After 35 YEARS??,2024-08-03 22:29:26+00:00,Junkyard Digs,PT42M11S,252300,21688,1432,Autos & Vehicles,2531.0,20-60 min,22,Saturday,29,22.483333333333334
I switched back to AMD... and I have no regrets.,2024-08-03 22:41:35+00:00,JayzTwoCents,PT24M11S,387523,19365,3566,Science & Technology,1451.0,20-60 min,22,Saturday,41,22.683333333333334
UNEXPECTED! 😭,2024-08-03 22:46:01+00:00,Mappelz,PT57S,762738,83207,98,Film & Animation,57.0,0-5 min,22,Saturday,46,22.766666666666666
THE TOP 10 QB'S IN MADDEN 25! 🔥 #Shorts #football #trivia,2024-08-03 23:00:29+00:00,Joe Felix,PT58S,161164,9630,133,Sports,58.0,0-5 min,23,Saturday,0,23.0
🔴 DW Noticias del 3 de agosto: Jornada de manifestaciones en Venezuela [Noticiero completo],2024-08-03 23:15:00+00:00,DW Español,PT15M1S,820598,9963,980,News & Politics,901.0,10-20 min,23,Saturday,15,23.25
